,PSZ2 Indx,Name,RA,DEC,RA_SEX,DEC_SEX,SDSS Footprint,SkyServer,SDSS Catalog,SNR,PSZ1,Redshift,Semester,Val,PCCS2,PSZ1 Name,Optical run1,Optical run2,IR run1,Optical Bands,Optical Status,IR Status,Observable,ROSAT,RASS rate,RASS S/N,New RASS rate,New RASS S/N,PSZ1 Index,PSZ2 Index,New S/N,Old S/N
339,371,PSZ2_G084.69-58.60,354.0406087,-1.43361878,23:36:10,-1:26:01,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=354.040609&dec=-1.433619&opt=S,MADE,4.7396,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0003,0.06,,,,
340,1621,PSZ2_G347.96+80.46,200.033481,20.21205383,13:20:08,+20:12:43.39,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=200.033481&dec=20.212054&opt=S,MADE,4.7346,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0014,0.28,,,,
341,1024,PSZ2_G227.44-31.24,79.12449277,-25.28555507,5:16:30,-25:17:08,False,,,4.7341,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0003,-0.06,,,,
342,946,PSZ2_G210.02-56.38,49.11523697,-20.7778694,3:16:28,-20:46:40,False,,,4.7332,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0178,3.08,,,,
343,124,PSZ2_G035.89-61.39,341.7593232,-22.22824807,22:47:02,-22:13:42,False,,,4.7326,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0121,1.01,,,,
344,1321,PSZ2_G284.30-26.75,99.87619011,-73.40260501,6:39:30,-73:24:09,False,,,4.7316,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0133,2.55,,,,
345,1239,PSZ2_G268.07+09.39,145.2400595,-40.24588124,9:40:58,-40:14:45,False,,,4.7296,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0171,2.22,,,,
346,130,PSZ2_G036.80-14.95,297.9201625,-3.4116348889999997,19:51:41,-3:24:42,False,,,4.7294,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.0074,-2.65,,,,
347,110,PSZ2_G031.37-71.95,352.68120519999997,-26.17128597,23:30:43,-26:10:17,False,,,4.7289,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0237,1.83,,,,
348,1633,PSZ2_G353.36-26.49,294.102131,-45.29537316,19:36:25,-45:17:43,False,,,4.7288,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0414,3.07,,,,
349,432,PSZ2_G094.31-11.31,333.2398927,42.57879192,22:12:58,+42:34:43.65,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=333.239893&dec=42.578792&opt=S,MADE,4.7245,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0179,2.67,,,,
350,1464,PSZ2_G310.22+23.02,201.5511705,-39.3544674,13:26:12,-39:21:16,False,,,4.7233,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0195,1.69,,,,
351,1148,PSZ2_G251.21-16.74,103.9362566,-41.25246876,6:55:45,-41:15:09,False,,,4.7147,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.027000000000000003,3.58,,,,
352,723,PSZ2_G148.60-48.61,29.81578078,10.84230853,1:59:16,+10:50:32.31,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=29.815781&dec=10.842309&opt=S,MADE,4.7102,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0002,0.03,,,,
353,669,PSZ2_G136.33-44.53,22.82568151,17.30026608,1:31:18,+17:18:00.95,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=22.825682&dec=17.300266&opt=S,MADE,4.7069,492,-1,,-1,T,PSZ1_G136.37-44.50,,,,,unknown,unknown,True,,-0.0044,-1.81,-0.0017,-0.5,492.0,669.0,4.707,4.899
354,89,PSZ2_G027.28+23.79,259.1370903,5.964182524,17:16:33,+05:57:51.05,False,,,4.7054,67,-1,,-1,F,PSZ1_G027.31+23.79,,,,,unknown,unknown,True,,-0.0053,-0.82,-0.0029,-0.43,67.0,89.0,4.705,5.1
355,912,PSZ2_G201.20-42.83,59.70723709,-10.21625095,3:58:50,-10:12:59,False,,,4.7005,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0062,0.97,,,,
356,563,PSZ2_G115.34-54.89,8.466802422,7.721904718999999,0:33:52,+07:43:18.85,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=8.466802&dec=7.721905&opt=S,MADE,4.6996,424,-1,,-1,F,PSZ1_G115.34-54.89,,,,,unknown,unknown,True,,-0.0054,-0.88,-0.0054,-0.88,424.0,563.0,4.7,4.803999999999999
357,739,PSZ2_G152.40+75.00,183.3146954,39.85766538,12:13:16,+39:51:27.59,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=183.314695&dec=39.857665&opt=S,MADE,4.6954,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0024,0.45,,,,
358,326,PSZ2_G076.51+21.73,279.6574426,47.62842846,18:38:38,+47:37:42.34,False,,,4.6869,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0056,1.72,,,,
359,592,PSZ2_G120.75+25.39,323.9867091,87.38292426,21:35:57,+87:22:58.52,False,,,4.6861,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0002,0.05,,,,
360,328,PSZ2_G076.81-32.57,333.69219419999996,15.92452493,22:14:46,+15:55:28.28,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=333.692194&dec=15.924525&opt=S,MADE,4.6847,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0099,1.26,,,,
361,287,PSZ2_G067.72-24.13,321.599396,16.08122464,21:26:24,+16:04:52.40,False,,,4.6807,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0071,-2.2,,,,
362,628,PSZ2_G126.72-21.03,17.60297038,41.69236191,1:10:25,+41:41:32.50,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=17.602970&dec=41.692362&opt=S,MADE,4.6802,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0598,4.41,,,,
363,1202,PSZ2_G261.11+34.90,158.0988526,-16.44407628,10:32:24,-16:26:39,False,,,4.68,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0026,0.48,,,,
364,1011,PSZ2_G225.18-33.61,75.99838081,-24.18876347,5:04:00,-24:11:20,False,,,4.6782,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0158,2.02,,,,
365,732,PSZ2_G150.64-14.21,49.33204721,40.67688906,3:17:20,+40:40:36.80,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=49.332047&dec=40.676889&opt=S,MADE,4.6777,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0171,2.16,,,,
366,1636,PSZ2_G355.22-70.03,352.831781,-37.91145261,23:31:20,-37:54:41,False,,,4.6776,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0042,0.35,,,,
367,712,PSZ2_G146.10-55.55,25.7705973,4.978732187,1:43:05,+04:58:43.43,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=25.770597&dec=4.978732&opt=S,MADE,4.6746,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0061,-2.34,,,,
368,891,PSZ2_G195.03-79.43,23.82361547,-23.46065327,1:35:18,-23:27:38,False,,,4.6701,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0229,1.77,,,,
369,171,PSZ2_G045.47+17.80,272.032217,18.8742908,18:08:08,+18:52:27.44,False,,,4.6699,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0365,3.5,,,,
370,1039,PSZ2_G229.40-15.49,95.88135961,-21.40421617,6:23:32,-21:24:15,False,,,4.6687,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0231,3.16,,,,
371,1244,PSZ2_G269.02+46.30,169.79364819999998,-10.39867634,11:19:10,-10:23:55,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=169.793648&dec=-10.398676&opt=S,MADE,4.667,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0009,0.15,,,,
372,1099,PSZ2_G242.74-11.66,105.69215770000001,-31.70291832,7:02:46,-31:42:11,False,,,4.6612,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0215,2.6,,,,
373,1648,PSZ2_G358.80-10.83,276.96240919999997,-35.17744362,18:27:51,-35:10:39,False,,,4.6598,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0979,2.93,,,,
374,1455,PSZ2_G308.04-15.48,216.09458650000002,-77.42674915,14:24:23,-77:25:36,False,,,4.6593,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0685,3.76,,,,
375,1018,PSZ2_G226.15+09.02,117.01951670000001,-7.446721302,7:48:05,-7:26:48,False,,,4.6586,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0068,0.7,,,,
376,1513,PSZ2_G321.94+75.57,197.64328319999998,13.41769949,13:10:34,+13:25:03.71,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=197.643283&dec=13.417699&opt=S,MADE,4.6579,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0084,-2.45,,,,
377,1162,PSZ2_G253.95+39.12,156.45397690000001,-9.522345061000001,10:25:49,-9:31:20,False,,,4.6578,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0025,-0.69,,,,
378,1533,PSZ2_G325.25-33.72,307.2512122,-69.70171074,20:29:00,-69:42:06,False,,,4.6541,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0046,-0.51,,,,
379,1364,PSZ2_G290.38+37.57,181.9785845,-24.235960199999997,12:07:55,-24:14:09,False,,,4.654,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0057,-1.47,,,,
380,169,PSZ2_G045.20+15.63,274.0145937,17.76216509,18:16:04,+17:45:43.79,False,,,4.6503,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0442,3.59,,,,
381,1472,PSZ2_G312.35+17.84,205.3895592,-44.10402548,13:41:33,-44:06:14,False,,,4.649,1097,-1,,-1,F,PSZ1_G312.36+17.83,,,,,unknown,unknown,False,,0.0503,2.82,0.0659,3.33,1097.0,1472.0,4.649,4.64
382,799,PSZ2_G167.43-53.67,37.39605567,0.49508332200000005,2:29:35,+00:29:42.29,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=37.396056&dec=0.495083&opt=S,MADE,4.649,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0004,0.05,,,,
383,85,PSZ2_G026.09-25.62,303.42776789999994,-17.02519961,20:13:43,-17:01:31,False,,,4.6485,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0003,-0.04,,,,
384,921,PSZ2_G203.71+50.82,148.7731224,26.33091349,9:55:06,+26:19:51.28,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=148.773122&dec=26.330913&opt=S,MADE,4.6476,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0008,0.21,,,,
385,1436,PSZ2_G304.95-18.60,205.5794155,-81.2788479,13:42:19,-81:16:44,False,,,4.6466,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,0.0009,0.12,,,,
386,667,PSZ2_G136.02-47.15,22.02703441,14.78307818,1:28:06,+14:46:59.08,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=22.027034&dec=14.783078&opt=S,MADE,4.6438,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0001,0.01,,,,
387,1398,PSZ2_G295.36+24.29,184.08714019999996,-38.05939013,12:16:21,-38:03:34,False,,,4.6418,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0004,-0.04,,,,
388,161,PSZ2_G044.21+52.13,235.7544571,27.833310100000002,15:43:01,+27:49:59.91,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=235.754457&dec=27.833310&opt=S,MADE,4.6408,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0072,0.87,,,,
389,36,PSZ2_G010.76-16.91,288.9423815,-26.99479695,19:15:46,-26:59:41,False,,,4.6352,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0491,3.03,,,,
390,501,PSZ2_G104.58-15.41,347.958263,43.88359117,23:11:50,+43:53:00.92,False,,,4.6293,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.0013,-0.31,,,,
391,982,PSZ2_G218.58+08.71,113.18839979999998,-1.003125858,7:32:45,-1:00:11,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=113.188400&dec=-1.003126&opt=S,MADE,4.6284,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0332,3.34,,,,
392,129,PSZ2_G036.77-16.51,299.298929,-4.150413652,19:57:12,-4:09:01,False,,,4.6282,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0051,-0.95,,,,
393,917,PSZ2_G202.66+66.98,166.8142374,28.79649753,11:07:15,+28:47:47.39,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=166.814237&dec=28.796498&opt=S,MADE,4.6271,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.005,-1.54,,,,
394,546,PSZ2_G112.69+33.37,245.10213810000002,79.18157419,16:20:25,+79:10:53.66,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=245.102138&dec=79.181574&opt=S,MADE,4.6258,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0015,0.53,,,,
395,181,PSZ2_G046.39+11.71,278.2491827,17.19204393,18:33:00,+17:11:31.35,False,,,4.6233,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0014,0.32,,,,
396,1532,PSZ2_G325.19+49.12,207.4979135,-11.1992951,13:49:59,-11:11:57,False,,,4.6205,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0244,2.36,,,,
397,1023,PSZ2_G227.30+09.00,117.5642503,-8.439838768,7:50:15,-8:26:23,False,,,4.6178,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0336,2.59,,,,
398,511,PSZ2_G105.94-16.14,350.02389460000006,43.69227670000001,23:20:06,+43:41:32.19,False,,,4.6173,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0003,0.07,,,,
399,1577,PSZ2_G337.92-64.34,351.672256,-46.61180797,23:26:41,-46:36:43,False,,,4.6096,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0031,0.41,,,,
400,1586,PSZ2_G339.74-51.08,333.7589777,-53.35570174,22:15:02,-53:21:21,False,,,4.6088,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.01,1.35,,,,
401,1142,PSZ2_G250.47-33.97,80.75926507,-44.7920821,5:23:02,-44:47:31,False,,,4.6082,855,-1,,-1,F,PSZ1_G250.50-33.97,,,,,unknown,unknown,False,,0.0042,0.9,0.0059,1.19,855.0,1142.0,4.6080000000000005,4.617
402,1611,PSZ2_G345.38-25.32,290.0080391,-52.05645429,19:20:02,-52:03:23,False,,,4.6064,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0077,-0.57,,,,
403,207,PSZ2_G051.40-61.15,344.5480214,-15.27242863,22:58:12,-15:16:21,False,,,4.6046,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0151,0.91,,,,
404,500,PSZ2_G104.52+39.39,239.48193849999998,70.38493812,15:57:56,+70:23:05.77,False,,,4.5987,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.001,-0.38,,,,
405,600,PSZ2_G122.81+24.74,10.35607284,87.61562679999999,0:41:25,+87:36:56.25,False,,,4.5977,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.0057,-3.61,,,,
406,1393,PSZ2_G295.00-37.76,42.97583551,-77.44980959,2:51:54,-77:26:59,False,,,4.5958,1034,-1,,-1,F,PSZ1_G295.00-37.76,,,,,unknown,unknown,False,,-0.0065,-1.57,-0.0065,-1.57,1034.0,1393.0,4.596,4.62
407,1094,PSZ2_G241.91+07.79,124.26307050000001,-21.43434201,8:17:03,-21:26:04,False,,,4.5947,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.006,-1.79,,,,
408,424,PSZ2_G093.41-16.26,335.9786463,38.00703556,22:23:55,+38:00:25.32,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=335.978646&dec=38.007036&opt=S,MADE,4.5908,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0304,3.72,,,,
409,1599,PSZ2_G342.32+23.51,233.48717709999997,-26.6588094,15:33:57,-26:39:32,False,,,4.5875,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,-0.0041,-0.71,,,,
410,310,PSZ2_G072.96-12.26,315.3094898,27.55243762,21:01:14,+27:33:08.77,False,,,4.586,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.0154,-3.18,,,,
411,934,PSZ2_G206.55-43.22,61.1062921,-13.89998212,4:04:26,-13:54:00,False,,,4.584,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0023,-0.57,,,,
412,126,PSZ2_G036.36+16.01,269.9844534,10.19641113,17:59:56,+10:11:47.08,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=269.984453&dec=10.196411&opt=S,MADE,4.5818,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0052,-0.95,,,,
413,1219,PSZ2_G263.96+40.64,163.5168981,-13.17935964,10:54:04,-13:10:46,False,,,4.5813,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0053,-1.93,,,,
414,819,PSZ2_G173.07-36.15,52.01916234,11.0394011,3:28:05,+11:02:21.84,False,,,4.5808,597,-1,,-1,F,PSZ1_G173.07-36.12,,,,,unknown,unknown,True,,-0.0027,-1.07,-0.003,-1.23,597.0,819.0,4.581,4.946000000000001
415,193,PSZ2_G048.39-16.78,304.889445,5.482946455,20:19:33,+05:28:58.60,False,,,4.5762,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0032,0.61,,,,
416,1017,PSZ2_G226.12-19.51,90.61399904,-20.10292682,6:02:27,-20:06:11,False,,,4.5715,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0381,4.01,,,,
417,266,PSZ2_G064.98+16.71,281.1498974,35.69702656,18:44:36,+35:41:49.29,False,,,4.5704,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.0032,-1.19,,,,
418,1352,PSZ2_G288.06-46.73,39.80150622,-67.16211514,2:39:12,-67:09:44,False,,,4.565,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0004,0.08,,,,
419,95,PSZ2_G027.99-69.85,350.2087969,-27.02998025,23:20:50,-27:01:48,False,,,4.5635,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0244,1.15,,,,
420,1315,PSZ2_G282.32-40.15,60.2229076,-68.55134074,4:00:53,-68:33:05,False,,,4.5634,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,0.0,0.0,,,,
421,849,PSZ2_G183.32-31.51,61.29588793,7.84865549,4:05:11,+07:50:55.15,False,,,4.5602,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0016,0.35,,,,
422,143,PSZ2_G039.86+18.70,268.92721960000006,14.361966500000001,17:55:43,+14:21:43.07,False,,,4.5583,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0004,0.04,,,,
423,1366,PSZ2_G291.34+14.70,176.4087925,-46.68196181,11:45:38,-46:40:55,False,,,4.5555,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0022,-0.32,,,,
424,19,PSZ2_G006.16-69.49,350.5375195,-34.57521351,23:22:09,-34:34:31,False,,,4.5534,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0028,0.19,,,,
425,1491,PSZ2_G315.71-83.81,11.22919751,-33.14671377,0:44:55,-33:08:48,False,,,4.5523,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0133,1.62,,,,
426,640,PSZ2_G129.99-22.42,21.38909207,39.98029926,1:25:33,+39:58:49.07,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=21.389092&dec=39.980299&opt=S,MADE,4.5502,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0005,-0.1,,,,
427,1383,PSZ2_G293.80-40.77,39.43009089,-74.41415613,2:37:43,-74:24:51,False,,,4.5483,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0047,0.66,,,,
428,627,PSZ2_G126.62-53.42,15.08718847,9.381060699999999,1:00:21,+09:22:51.81,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=15.087188&dec=9.381061&opt=S,MADE,4.5465,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0005,-0.12,,,,
429,86,PSZ2_G026.34-58.64,337.6571827,-26.26635231,22:30:38,-26:15:59,False,,,4.5459,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0043,0.63,,,,
430,465,PSZ2_G098.62+51.76,222.82705019999997,59.33064875,14:51:18,+59:19:50.33,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=222.827050&dec=59.330649&opt=S,MADE,4.5377,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0005,0.12,,,,
431,836,PSZ2_G179.45-43.92,49.811718299999995,2.133676309,3:19:15,+02:08:01.23,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=49.811718&dec=2.133676&opt=S,MADE,4.5372,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0242,2.41,,,,
432,1049,PSZ2_G231.41+77.48,179.99671619999998,22.58082503,11:59:59,+22:34:50.97,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=179.996716&dec=22.580825&opt=S,MADE,4.537,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0007,0.16,,,,
433,94,PSZ2_G027.92+15.54,266.76719269999995,2.7115199939999997,17:47:04,+02:42:41.47,False,,,4.5358,69,-1,,-1,F,PSZ1_G027.95+15.63,,,,,unknown,unknown,True,,0.0257,2.31,0.0042,0.49,69.0,94.0,4.5360000000000005,4.7669999999999995
434,51,PSZ2_G017.72-51.40,328.7492675,-30.13246736,21:55:00,-30:07:57,False,,,4.5355,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0053,-1.7,,,,
435,242,PSZ2_G058.31+41.96,249.05078319999998,36.0554112,16:36:12,+36:03:19.48,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=249.050783&dec=36.055411&opt=S,MADE,4.5354,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0098,1.76,,,,
436,973,PSZ2_G215.75-32.97,73.79704462,-16.5572814,4:55:11,-16:33:26,False,,,4.5343,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0036,-0.94,,,,
437,937,PSZ2_G208.57-44.31,60.67467933,-15.67325196,4:02:42,-15:40:24,False,,,4.5291,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0052,-1.9,,,,
438,1054,PSZ2_G232.27+12.59,123.1989488,-10.85057861,8:12:48,-10:51:02,False,,,4.5194,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0222,2.17,,,,
439,727,PSZ2_G149.73+24.49,102.66399179999999,65.77753851,6:50:39,+65:46:39.13,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=102.663992&dec=65.777539&opt=S,MADE,4.5191,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.004,-1.37,,,,
440,1593,PSZ2_G340.97+34.18,225.456067,-18.87879245,15:01:49,-18:52:44,False,,,4.5186,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.002,-0.5,,,,
441,1511,PSZ2_G321.08-17.96,257.92834320000003,-70.92640488,17:11:43,-70:55:35,False,,,4.5181,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.009000000000000001,-1.24,,,,
442,1535,PSZ2_G325.86-33.56,306.4915892,-69.23865390000002,20:25:58,-69:14:19,False,,,4.5176,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0094,-1.48,,,,
443,747,PSZ2_G153.80+33.79,124.5597121,62.68201591,8:18:14,+62:40:55.25,False,,,4.5162,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0039,0.71,,,,
444,1095,PSZ2_G241.98+19.56,134.45576780000002,-14.741999900000001,8:57:49,-14:44:31,False,,,4.5144,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0019,-0.48,,,,
445,284,PSZ2_G067.21-20.49,318.3644835,18.05786468,21:13:27,+18:03:28.31,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=318.364484&dec=18.057865&opt=S,MADE,4.5139,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0006,-0.13,,,,
446,789,PSZ2_G165.41+25.93,110.98842909999999,52.1545359,7:23:57,+52:09:16.32,False,,,4.5118,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0009,-0.19,,,,
447,1061,PSZ2_G233.43-15.36,97.68078795,-24.92879331,6:30:43,-24:55:44,False,,,4.5079,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0064,-2.6,,,,
448,1503,PSZ2_G318.54-07.62,232.9243144,-65.52135681,15:31:42,-65:31:17,False,,,4.5038,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0086,0.95,,,,
449,648,PSZ2_G131.27-25.82,22.20494032,36.44472575,1:28:49,+36:26:41.01,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=22.204940&dec=36.444726&opt=S,MADE,4.5022,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0001,-0.02,,,,
